zone_id,year,month,day,avg_load,avg_temperature,season
1,2004,1,1,0.05571552841037613,0.41176470581562036,3
1,2004,1,2,0.056743501679847735,0.4637605041371328,3
1,2004,1,3,0.05088658277498401,0.5693277310323248,3
1,2004,1,4,0.045062154458447294,0.672268907549255,3
1,2004,1,5,0.04817757589887381,0.634453781497246,3
1,2004,1,6,0.07260963375531218,0.3760504201418508,3
1,2004,1,7,0.09261139108016876,0.21796218479907403,3
1,2004,1,8,0.0863027120483999,0.2431722688337467,3
1,2004,1,9,0.0849068891034941,0.2473739495902258,3
1,2004,1,10,0.09131854906837474,0.0934873948778776,3
1,2004,1,11,0.09760575608540037,0.13918067219072183,3
1,2004,1,12,0.0691376636605863,0.3686974790070881,3
1,2004,1,13,0.06204892853606281,0.3681722688810157,3
1,2004,1,14,0.06867290728478909,0.2746848738770876,3
1,2004,1,15,0.06881699588061249,0.2809873948857558,3
1,2004,1,16,0.08042785272332499,0.19485294114264085,3
1,2004,1,17,0.07449338025070926,0.2510504200945819,3
1,2004,1,18,0.06578124695787654,0.346113445350677,3
1,2004,1,19,0.08205040331165879,0.24054621845548513,3
1,2004,1,20,0.09073908691444,0.2037815125295706,3
1,2004,1,21,0.09030752743231495,0.17594537811663635,3
1,2004,1,22,0.07545312329825542,0.3382352940898418,3
1,2004,1,23,0.08348818146534846,0.18697478988180566,3
1,2004,1,24,0.07156329627564167,0.21638655454690697,3
1,2004,1,25,0.1017063480065392,0.11764705878645576,3
1,2004,1,26,0.10513184247724665,0.2599789916075621,3
1,2004,1,27,0.08901751070970781,0.31985294118990976,3
1,2004,1,28,0.08940245329318414,0.24054621845548513,3
1,2004,1,29,0.07566021536152137,0.2935924369030921,3
1,2004,1,30,0.07727542024543368,0.24632352933808077,3
1,2004,1,31,0.09669842172170068,0.17121848736013523,3
1,2004,2,1,0.08307216097204177,0.18960084026006724,3
1,2004,2,2,0.08199757083782461,0.24894957984239285,3
1,2004,2,3,0.07216069888369077,0.3981092436721894,3
1,2004,2,4,0.06701588843282001,0.32773109245074494,3
1,2004,2,5,0.08080220052320522,0.29674369740742623,3
1,2004,2,6,0.0818695862615344,0.4705882352718735,3
1,2004,2,7,0.0733844631274871,0.4133403360677875,3
1,2004,2,8,0.07596534415267679,0.2657563024901578,3
1,2004,2,9,0.0768884999866491,0.33771008396376934,3
1,2004,2,10,0.06588380413490379,0.42016806720252803,3
1,2004,2,11,0.06638995062096366,0.346113445350677,3
1,2004,2,12,0.0719375028347948,0.3135504201812416,3
1,2004,2,13,0.06502421676518569,0.34821428572891655,3
1,2004,2,14,0.06437369913404181,0.4080882353112642,3
1,2004,2,15,0.07235211071741122,0.32352941169426597,3
1,2004,2,16,0.08106071241571192,0.22373949580772018,3
1,2004,2,17,0.08335723035914425,0.27363445375099305,3
1,2004,2,18,0.0757143192053187,0.32668067219860003,3
1,2004,2,19,0.05957371245854148,0.40178571430259596,3
1,2004,2,20,0.05526179060816273,0.4795168066588032,3
1,2004,2,21,0.05394818292087381,0.5378151259889838,3
1,2004,2,22,0.06296050079963966,0.3786764705201125,3
1,2004,2,23,0.06693098919454972,0.34506302522458243,3
1,2004,2,24,0.061556767085694374,0.38865546215918717,3
1,2004,2,25,0.06459322234767864,0.3140756301812637,3
1,2004,2,26,0.07704007556152427,0.2988445377856657,3
1,2004,2,27,0.06409343267753131,0.3392857142159364,3
1,2004,2,28,0.0634872717543705,0.3282563024507671,3
1,2004,2,29,0.058699292473156514,0.45955882350670413,3
1,2004,3,1,0.051750408044579276,0.5462184873758915,3
1,2004,3,2,0.0460606036695059,0.6397058823798196,3
1,2004,3,3,0.04626840200421378,0.5535714285106543,3
1,2004,3,4,0.042963687680005365,0.6003151260756434,3
1,2004,3,5,0.04147166440788807,0.6638655461623473,3
1,2004,3,6,0.04280335382392166,0.6727941176753274,3
1,2004,3,7,0.0441443665857818,0.49632352943261865,3
1,2004,3,8,0.060576540844107546,0.42226890758076757,3
1,2004,3,9,0.06289495459227082,0.3744747898896838,3
1,2004,3,10,0.062492919168558744,0.34296218484634294,3
1,2004,3,11,0.06148514657777039,0.42752100833729084,3
1,2004,3,12,0.05154204461135016,0.45850840338060955,3
1,2004,3,13,0.058671463574694376,0.33771008396376934,3
1,2004,3,14,0.05214382639390671,0.39443277304178287,3
1,2004,3,15,0.04521443630476439,0.5414915966193903,3
1,2004,3,16,0.054898178798702506,0.42489495795902915,3
1,2004,3,17,0.0604499689124108,0.3834033612766136,3
1,2004,3,18,0.0567159553306462,0.42069327732860057,3
1,2004,3,19,0.04960136901687206,0.41911764707643345,3
1,2004,3,20,0.05415668759483003,0.4128151260677653,3
1,2004,3,21,0.051574958989664896,0.5015756301891419,0
1,2004,3,22,0.06924205723829152,0.31460084030733615,0
1,2004,3,23,0.0662926201984193,0.3303571428290066,0
1,2004,3,24,0.05752313398261465,0.44800420161546234,0
1,2004,3,25,0.04650176904671813,0.5677521007801576,0
1,2004,3,26,0.04213037532342885,0.6355042016233405,0
1,2004,3,27,0.04357493411692197,0.6523109243971559,0
1,2004,3,28,0.04249144439296278,0.46691176464146694,0
1,2004,3,29,0.04607303481987676,0.40598739493302466,0
1,2004,3,30,0.055941549748458996,0.42174369745469514,0
