zone_id,year,month,day,avg_load,avg_temperature,season
1,2004,1,1,0.0557155284103761,0.4117647058156203,3
1,2004,1,2,0.0567435016798477,0.4637605041371328,3
1,2004,1,3,0.050886582774984,0.5693277310323248,3
1,2004,1,4,0.0450621544584472,0.672268907549255,3
1,2004,1,5,0.0481775758988738,0.634453781497246,3
1,2004,1,6,0.0726096337553121,0.3760504201418508,3
1,2004,1,7,0.0926113910801687,0.217962184799074,3
1,2004,1,8,0.0863027120483999,0.2431722688337467,3
1,2004,1,9,0.0849068891034941,0.2473739495902258,3
1,2004,1,10,0.0913185490683747,0.0934873948778776,3
1,2004,1,11,0.0976057560854003,0.1391806721907218,3
1,2004,1,12,0.0691376636605863,0.3686974790070881,3
1,2004,1,13,0.0620489285360628,0.3681722688810157,3
1,2004,1,14,0.068672907284789,0.2746848738770876,3
1,2004,1,15,0.0688169958806124,0.2809873948857558,3
1,2004,1,16,0.0804278527233249,0.1948529411426408,3
1,2004,1,17,0.0744933802507092,0.2510504200945819,3
1,2004,1,18,0.0657812469578765,0.346113445350677,3
1,2004,1,19,0.0820504033116587,0.2405462184554851,3
1,2004,1,20,0.09073908691444,0.2037815125295706,3
1,2004,1,21,0.0903075274323149,0.1759453781166363,3
1,2004,1,22,0.0754531232982554,0.3382352940898418,3
1,2004,1,23,0.0834881814653484,0.1869747898818056,3
1,2004,1,24,0.0715632962756416,0.2163865545469069,3
1,2004,1,25,0.1017063480065392,0.1176470587864557,3
1,2004,1,26,0.1051318424772466,0.2599789916075621,3
1,2004,1,27,0.0890175107097078,0.3198529411899097,3
1,2004,1,28,0.0894024532931841,0.2405462184554851,3
1,2004,1,29,0.0756602153615213,0.2935924369030921,3
1,2004,1,30,0.0772754202454336,0.2463235293380807,3
1,2004,1,31,0.0966984217217006,0.1712184873601352,3
1,2004,2,1,0.0830721609720417,0.1896008402600672,3
1,2004,2,2,0.0819975708378246,0.2489495798423928,3
1,2004,2,3,0.0721606988836907,0.3981092436721894,3
1,2004,2,4,0.06701588843282,0.3277310924507449,3
1,2004,2,5,0.0808022005232052,0.2967436974074262,3
1,2004,2,6,0.0818695862615344,0.4705882352718735,3
1,2004,2,7,0.0733844631274871,0.4133403360677875,3
1,2004,2,8,0.0759653441526767,0.2657563024901578,3
1,2004,2,9,0.0768884999866491,0.3377100839637693,3
1,2004,2,10,0.0658838041349037,0.420168067202528,3
1,2004,2,11,0.0663899506209636,0.346113445350677,3
1,2004,2,12,0.0719375028347948,0.3135504201812416,3
1,2004,2,13,0.0650242167651856,0.3482142857289165,3
1,2004,2,14,0.0643736991340418,0.4080882353112642,3
